Id,Ideology,Income,Interested,Looking,Name,Occupation,Party,Relationship,Religion,Birthday,Education,Ethnicity,Gender
Justice787,Progressive,?,?,?,?,Other,Democratic Party,?,Agnostic,?,Some College,Black,?
tobiastoby,?,?,?,?,?,?,?,?,?,?,?,?,?
Tomk529,?,?,?,?,?,?,?,?,?,?,?,?,?
c-bass,?,?,?,?,?,?,?,?,?,?,?,?,?
Abraxzis,?,?,?,?,?,?,?,?,?,?,?,?,?
Jnoorda123,?,?,?,?,?,?,?,?,Christian - Latter-Day Saints,?,?,White,Male
sharky2227,Conservative,"$100,000 to $150,000",in Women,A Relationship,?,Executive,Independent,Single,?,?,Post Doctoral,Other,?
Nobodyisright,Conservative,?,in Women,"Friendship, A Relationship",?,?,Tea Party Patriots,Single,Christian - Baptist,?,High School,White,?
ydavid,Socialist,?,?,?,?,Student,Socialist Party,?,Atheist,?,?,Latino,?
DaRepublican,Conservative,?,?,?,?,?,?,?,?,?,?,?,?
JCBthaname,?,?,?,?,?,?,?,?,?,?,?,?,?
khiaraa.diaz,?,?,?,?,?,?,?,?,?,?,?,?,?
Jason_Flicstein,?,?,?,?,?,?,?,?,?,?,?,?,Male
youngteddy666,?,?,?,?,?,?,?,?,?,?,?,?,?
midnitex31,?,?,?,?,?,?,?,?,?,?,?,?,?
bigbabyfan,?,?,?,?,?,?,?,?,?,?,?,?,?
MikeOrowitz,?,?,?,?,?,?,?,?,?,?,?,?,?
Elvira,Anarchist,Other,?,?,?,Student,?,Single,Wikkan,?,?,White,?
Greg1,?,?,?,?,?,?,?,?,?,?,?,?,?
MissLuLu,Liberal,?,in Women,?,?,Student,Libertarian Party,Single,Atheist,?,Some College,White,Female
zommunist,?,?,?,?,?,?,?,?,?,?,?,?,?
caesarisreturned,?,?,?,?,?,?,?,?,?,?,?,?,Male
revic,?,?,in Women,?,?,Student,?,Single,?,?,?,White,?
cococonnor88,?,?,?,?,?,?,?,?,?,?,?,?,?
chrumbelievable,Anarchist,?,?,?,?,?,Undecided,?,Agnostic,?,Bachelors Degree,?,Female
Verithenes,Socialist,?,in Men and Women,?,?,Self-Employed,Democratic Party,In a Relationship,Agnostic,?,Post Doctoral,Other,?
Kohnhead99,?,?,?,?,?,?,?,?,?,?,?,?,?
AndreasTzolakis,?,?,?,?,?,?,?,?,?,?,?,?,?
alessa_canez,Conservative,?,in Men,"Friendship, Dating, A Relationship, Networking",?,Student,Republican Party,Single,Christian,?,?,White,?
jlimmer02,?,Other,?,?, Private,Student,?,?,Christian - Church of Christ,?,Other,White,?
Gondun,Conservative,?,?,?,Austin Private,Student,Republican Party,?,Christian - Latter-Day Saints,?,Some College,White,?
jxcvbmnxcv,?,?,?,?,?,?,?,?,?,?,?,?,?
cincinnatus1,Undecided,?,in Women,Friendship,?,Student,?,In a Relationship,Atheist,?,?,White,?
Alexander2738c,?,?,?,?,?,?,?,?,?,?,?,?,?
Master_de_baterrr,?,?,?,?,?,?,?,?,?,?,?,?,?
Debaterpillar,?,?,?,?,?,Student,?,?,Atheist,?,Bachelors Degree,Black,?
Julian24,?,?,?,?,?,?,?,?,?,?,?,?,Male
stableboy,?,?,?,?,?,?,?,?,?,?,?,?,?
fluffybunnypuff,?,?,?,?,?,?,?,?,?,?,?,?,?
MyNigga96,?,?,?,?,?,?,?,?,?,?,?,?,?
proskeptic,?,?,?,?,?,?,?,?,?,?,?,?,?
FearTheBeard1,?,?,?,?,?,?,?,?,?,?,?,?,?
Jesenia07,?,?,?,"Friendship, Networking",?,Student,?,?,Christian - Catholic,?,High School,Latino,Female
faneto,?,?,?,?,?,?,?,?,?,?,?,?,?
Hazesky,?,?,?,?,?,?,?,?,?,?,?,?,?
lorell,?,"$75,000 to $100,000",?,?,?,Other,?,?,Christian,?,Bachelors Degree,White,?
CobaltCards,?,?,?,?,?,?,?,?,?,?,?,?,?
dobeetz,?,?,?,?,?,?,?,?,?,?,?,?,Male
moodleoodle,?,?,?,?,?,Student,?,?,Atheist,?,?,White,Female
miguel_gomez,Libertarian,Other,in Women,"Friendship, Networking",?,Technical,Other,Married,Atheist,?,Some College,White,Male
Umpalumpa,?,?,?,?,?,?,?,?,?,?,?,?,?
sonjastorm,?,?,?,?,?,?,?,?,?,?,?,?,?
wasittoya,?,?,?,?,?,?,?,?,?,?,?,?,Female
Pookykins,?,?,?,?,?,?,?,?,?,?,?,?,?
Cellf-Centered-Prokaryote,?,?,?,?,?,?,?,?,?,?,?,?,Female
VoteTrump2k16,?,?,?,?,?,?,?,?,?,?,?,?,?
gpeeks,?,?,?,?,?,?,?,?,?,?,?,?,?
Jenny_12,?,?,?,?,?,?,?,?,?,?,?,?,?
AVeryHonestGuy,?,Other,in Women,?,?,Other,?,?,Atheist,?,?,White,?
Natusake,?,?,?,?,?,?,?,?,?,?,?,?,?
Commietween,?,?,?,?,?,?,?,?,?,?,?,?,?
BBR00k,?,?,?,?,?,?,?,?,?,?,?,?,?
PlightScandi,?,?,?,?,?,?,?,?,?,?,?,?,Male
Bu,Conservative,Other,in Women,?,?,Student,Republican Party,?,Christian - Protestant,?,?,White,?
Batch_LOVER,Socialist,?,?,?,?,?,?,?,?,?,?,?,?
DaSa200226,?,?,?,?,?,?,?,?,?,?,?,?,?
bigal1999,Moderate,?,?,?,?,?,Republican Party,?,Christian - Baptist,?,?,White,Male
Anonymous1209,?,?,?,?,?,?,?,?,?,?,?,?,?
travis.tenold,?,?,?,?,?,?,Undecided,?,?,?,?,?,Male
MauryMakusha,?,"Less than $25,000",?,?,?,Hospitality,?,?,Christian,?,?,Black,?
narcolepsycho,?,?,?,?,?,?,?,?,?,?,?,?,Female
merykellin,Liberal,?,in Men,?,?,Student,Democratic Socialists Party,?,Atheist,?,?,White,Female
visichan,?,?,?,?,?,?,?,?,?,?,?,?,?
CJames,Libertarian,?,in Women,Networking,?,Self-Employed,Libertarian Party,Married,Other,?,?,White,Male
Impact94,Libertarian,?,in Women,"Friendship, Networking",?,Technical,Libertarian Party,Single,Discordian,?,Some College,White,Male
Jahmell,?,?,?,?,?,?,?,?,?,?,?,?,?
Atlas01,?,?,?,?,?,?,?,?,Buddhist,?,?,?,?
RickieDaDebater,?,?,?,?,?,?,?,?,?,?,?,?,?
Darthoz,?,?,?,?,?,?,?,?,?,?,?,?,?
Rodsbigdogcock123,?,?,?,?,?,?,?,?,?,?,?,?,?
nettles,?,?,?,?,?,?,?,?,?,?,?,?,?
chainmachine,?,?,?,?,?,?,?,?,?,?,?,?,?
zortan,?,?,?,?,?,?,?,?,?,?,?,?,?
wheres_my_supersuit,?,?,?,?,?,?,?,?,?,?,?,?,?
juansanchez,?,?,?,?,?,?,?,?,?,?,?,?,?
theHomelessPanda,Libertarian,?,in Women,?,?,Student,Libertarian Party,Single,Atheist,?,Graduate Degree,White,Male
Dillon1545,?,?,?,?,?,?,?,?,?,?,?,?,?
timchien,?,?,?,?,?,?,?,?,?,?,?,?,Male
Monsieur,?,?,?,?,?,?,?,?,?,?,?,?,Male
drjerk,?,?,?,?,?,?,?,?,?,?,?,?,?
Freedom1Man,?,?,?,?,?,?,?,?,?,?,?,?,Male
Godridden95,Other,?,in Women,Friendship,?,?,Other,Single,Agnostic,?,?,White,Male
Odin19,?,?,?,?,?,?,?,?,?,?,?,?,Male
Swift-Silent-Deadly,?,?,?,Networking,?,Military,?,Married,?,?,Bachelors Degree,White,Male
RiegelDerpy,?,?,?,?,?,?,?,?,?,?,?,?,?
Matthew777,Communist,?,?,?,?,Student,?,?,Jewish,?,High School,White,?
Peepette,?,?,?,?,?,?,?,?,?,?,Graduate Degree,?,?
Jnthn303,?,?,?,?,?,?,?,?,?,?,?,?,?
frankiebowman,Libertarian,"Less than $25,000",in Women,"Friendship, Networking",?,Student,Undecided,In a Relationship,Christian - Church of Christ,?,Some College,White,?
TheDesertFox,?,?,?,?,?,?,?,?,?,?,?,?,?
Christopher_Carpenter,Libertarian,?,?,?,?,?,Independent,?,Christian - Latter-Day Saints,?,?,White,Male
Oh_look_a_samich,?,?,?,?,?,?,?,?,?,?,?,?,?
Isranaz12,?,?,?,?,?,?,?,?,?,?,?,?,?
ablesch,?,?,?,?,?,?,?,?,?,?,?,?,?
frastgouy,Liberal,?,in Women,"Friendship, Networking",?,Student,Democratic Party,Single,?,?,Graduate Degree,Middle Eastern,?
Tadeusz,Conservative,?,in Women,Dating,?,Student,Other,Single,Christian - Catholic,?,?,White,?
chevybow,Liberal,?,in Women,?,?,?,Independent,In a Relationship,Agnostic,?,Some College,White,?
DragonsAddicted,?,?,?,?,?,?,?,?,?,?,?,?,?
nnvikingsrule,?,?,?,?,?,?,?,?,?,?,?,?,?
bsoten,?,?,?,?,?,?,?,?,?,?,?,?,?
gdfghfhd,?,?,?,?,?,?,?,?,?,?,?,?,?
tralfamadoran777,?,?,?,?,?,?,?,?,?,?,?,?,Male
rpolo,?,?,?,?,?,?,?,?,?,?,?,?,?
nathannelson731,?,?,?,?,?,?,?,?,?,?,?,?,Male
Capt.Erk,?,?,?,?,?,?,?,?,?,?,?,?,?
crazy4r,?,?,?,Friendship,?,?,?,Single,?,?,?,?,?
PotBelliedGeek,?,?,?,?,?,?,?,?,?,?,?,?,?
Gingerhaed210,?,?,?,?,?,?,?,?,?,?,?,?,?
Jess4sure,Liberal,"More than $150,000",in Men,"Friendship, Networking",?,Self-Employed,Democratic Party,Engaged,Christian - Catholic,?,?,White,Female
amw1997,?,?,?,?,?,?,?,?,?,?,?,?,?
satire44,?,?,?,?,?,?,?,?,?,?,?,?,?
dixiem76,?,?,?,?,?,?,?,?,?,?,?,?,?
neutral,?,?,?,?,?,?,?,?,?,?,?,?,?
Proudtobeme,?,?,?,?,?,?,?,?,?,?,Other,?,?
rainbowdustx,?,?,?,?,?,?,?,?,?,?,?,?,?
Alex5311998,?,?,?,?,?,?,?,?,?,?,?,?,?
JaKrispy_of_USA,?,?,?,?,?,?,?,?,?,?,?,?,?
dabomb5,?,?,?,?,?,?,?,?,?,?,?,?,?
realitychecker,Conservative,"$75,000 to $100,000",in Men and Women,"Friendship, Dating, Networking",?,Artist,Other,In a Relationship,Agnostic,?,Some College,White,?
Brosky,?,?,?,?,?,?,?,?,?,?,?,?,?
Lynus,?,?,?,?,?,?,?,?,?,?,?,?,?
nilo02,?,?,?,?,?,?,?,?,?,?,?,?,?
Vertigo,?,?,?,?,?,?,?,?,?,?,?,?,?
JohnLocke,?,?,?,?,?,?,?,?,?,?,?,?,?
TheNSA,?,?,?,?,?,?,?,?,?,?,?,White,Male
Dachvo,?,?,?,?,?,?,?,?,?,?,?,?,?
Xanxus,?,?,in Women,"Friendship, Dating, Networking",?,Self-Employed,?,Single,Christian,?,Bachelors Degree,Black,?
Violette,?,?,?,?,?,?,?,?,?,?,?,?,?
watson15,?,?,?,?,?,?,?,?,?,?,?,?,Male
marinamaher,?,?,?,?,?,?,?,?,?,?,?,?,?
unsocial,?,?,?,?,?,?,?,?,?,?,?,?,?
livv971,?,?,?,?,?,?,?,?,?,?,?,?,?
simmal,Conservative,?,in Women,?, Private,Other,Republican Party,In a Relationship,Christian - Episcopalian,?,Some College,White,Male
offensive,?,?,?,?,?,?,?,?,?,?,?,?,?
ConservativeStardom,Conservative,?,in Women,Dating,?,?,America First Party,Single,Christian - Catholic,?,High School,White,?
instagranny,?,?,?,?,?,?,?,?,?,?,?,?,?
AJRoss,Progressive,?,in Men,"Friendship, Networking",?,Student,Democratic Party,In a Relationship,Agnostic,?,?,?,Female
thegreenslayer,Conservative,?,in Women,?, Private,?,Republican Party,Single,Christian,?,High School,White,?
moondog55,?,?,?,?,?,?,?,?,?,?,?,?,?
IrishBlackfoot,?,?,?,?,?,?,?,?,?,?,?,?,?
000ike,?,?,?,?,?,Student,?,?,?,?,?,?,Male
democracyischanging,?,?,?,?,?,?,?,?,?,?,?,?,?
thigner,?,?,in Women,Dating,?,?,?,Single,Christian,?,Some College,Asian,Male
rings48,Moderate,?,in Women,"Friendship, A Relationship",?,Technical,Pirate Party,Single,?,?,Some College,Other,?
Boneyard,?,?,?,?,?,?,?,?,?,?,?,?,?
Ikkemb,?,?,in Women,?,?,?,?,?,Atheist,?,?,?,Male
Imanobody,?,?,?,?,?,?,?,?,?,?,?,?,?
The_Lion_Of_Alexander,?,?,?,?,?,?,?,?,?,?,?,?,?
kevinz,?,?,?,?,?,?,?,?,?,?,?,?,?
hakitout,?,?,?,?,?,?,?,?,?,?,?,?,?
JamieT,?,?,?,?,?,?,?,?,?,?,?,?,?
emilyeke,Liberal,?,in Women,?,?,?,Undecided,?,Atheist,?,?,White,Female
AlexanderOc,Apathetic,"Less than $25,000",in Women,?,?,Student,Objectivist Party,Single,Atheist,?,High School,White,Male
dynamis,?,?,?,?,?,?,?,?,?,?,?,?,?
rinachichkah,?,?,?,?,?,?,?,?,?,?,?,?,?
Harvieux,?,?,?,?,?,?,?,?,?,?,?,?,?
SecularNation,Liberal,?,?,?,?,?,?,?,?,?,?,?,?
rsnow,?,?,?,?,?,?,?,?,?,?,?,?,?
JoshIseler,?,?,?,?,?,?,?,?,?,?,?,?,?
Aaron5678,?,?,?,?,?,?,?,?,?,?,?,?,?
andrew.payne,?,?,?,?,?,?,?,?,?,?,?,?,?
Hanver,?,?,?,?,?,Student,?,?,?,?,High School,?,?
JonathanGalt,?,?,?,?,?,?,?,?,?,?,?,?,?
InVinoVeritas,Libertarian,?,?,?,Elmer Fudd,Administrative,Republican Party,?,Atheist,?,Bachelors Degree,White,Male
Bender75,?,?,?,?,?,?,?,?,?,?,?,?,?
gedavis49,Progressive,?,?,?,?,Teacher,Democratic Party,?,Other,?,Post Doctoral,?,?
ceestanlee,?,?,?,?,?,?,?,?,?,?,?,?,?
jorxdan,?,?,?,?,?,?,?,?,?,?,?,?,?
Genius_Intellect,?,?,?,?,?,?,?,?,?,?,?,?,?
RookieApologist,Conservative,?,in Women,?,?,Military,Tea Party Patriots,Married,Christian,?,Graduate Degree,White,Male
Sidnix111,?,?,?,?,?,?,?,?,?,?,?,?,Male
williamrscottjr,?,?,?,?,?,?,?,?,?,?,?,?,?
falcon372,?,?,?,?,?,?,?,?,?,?,?,?,?
Kevin1234,?,?,?,?,?,?,?,?,?,?,?,?,?
Adam2isback,?,?,?,?,?,?,?,?,?,?,?,?,?
555maxwell,?,?,?,?,?,?,?,?,?,?,?,?,?
Jegory,?,?,in Women,?,?,?,?,?,Christian - Baptist,?,?,?,?
SteveFromTexas,?,Other,?,?,?,Technical,Other,?,Christian - Mennonite,?,?,Other,?
feedupwiththis,?,?,?,?,?,?,?,?,?,?,?,?,?
patton1945,?,?,?,?,?,?,?,?,?,?,?,?,?
nicky.thedude,?,?,?,?,?,?,?,?,?,?,?,?,?
sigmadog,Libertarian,?,?,?,?,Artist,?,Married,Atheist,?,Bachelors Degree,?,?
Shadowhunter,Liberal,?,in Men,Friendship,?,Student,Independent,Single,Christian,?,High School,White,Female
Schenk,?,?,?,?,?,?,?,?,?,?,?,?,?
kyuubi08,?,?,?,?,?,?,?,?,?,?,?,?,Male
Kasshu,?,?,?,?,?,?,?,?,?,?,?,?,?
TheBystander,?,?,?,?,?,?,?,?,?,?,?,?,Female
thinkerdan,?,?,?,?,?,?,?,?,?,?,?,?,?
Battaler,Liberal,Other,?,"Friendship, Networking", Private,Other,?,It's Complicated,Other,?,?,White,?
lucysheehan,?,?,?,?,?,?,?,?,?,?,?,?,?
dmacdaniel102,Moderate,?,?,?,?,Student,Modern Whig Party,?,Christian - Episcopalian,?,?,White,Male
Kuro22,?,?,?,?,?,?,?,?,?,?,?,?,?
MaggieMae76,Liberal,?,?,?,?,Student,Democratic Party,Married,?,?,Some College,White,Female
JJ4204,?,?,?,?,?,?,?,?,?,?,?,?,?
IrrelevantPerson,?,?,?,?,?,?,?,?,?,?,?,?,?
Isreal,?,?,?,?,?,?,?,?,?,?,?,?,?
Gahzerlake,?,?,?,?,?,?,?,?,?,?,?,?,?
PureLogic,?,?,?,?,?,?,?,?,?,?,?,?,Female
AmericanNationalist,Conservative,?,?,?,?,?,Republican Party,?,?,?,?,?,?
haizarun,?,?,?,?,?,?,?,?,?,?,?,?,?
galow,?,?,?,?,?,?,?,?,?,?,?,?,?
KipSenpai,?,?,?,?,?,?,?,?,?,?,?,?,Male
Oddjob,?,?,?,?,?,?,?,?,?,?,?,?,?
Linkeagleandzen,Progressive,?,?,?,?,Artist,Democratic Party,?,Atheist,?,High School,Latino,?
TheMagicDragon,?,?,?,?,?,?,?,?,?,?,?,?,?
Jukeboxjunkie,?,?,?,?,?,?,?,?,?,?,?,?,?
observantcheese,?,?,?,?,?,?,?,?,?,?,?,?,?
Johnwhan,?,?,?,?,?,?,?,?,?,?,?,?,?
LincolnDouglas,Conservative,?,?,?,?,Student,Republican Party,?,Agnostic,?,?,Latino,?
Bagelmaster10,?,?,?,?,?,Student,?,?,Atheist,?,High School,White,?
Mc.Wob,?,?,?,?,?,?,?,?,?,?,?,?,?
lc3032,?,?,?,?,?,?,?,?,?,?,?,?,?
sarahstyles05,?,?,?,?,?,?,?,?,?,?,?,?,?
willj527,Anarchist,?,?,?,?,Student,Other,?,Atheist,?,High School,White,?
Nur-Ab-Sal,?,?,?,?,?,?,?,?,?,?,?,?,?
Torvald,?,?,?,?,?,?,?,?,?,?,?,?,?
jacker,?,?,?,?,?,?,?,?,?,?,?,?,?
Zerrok,?,?,?,?,?,?,?,?,?,?,?,?,?
Brookie7,?,?,?,?,?,?,?,?,?,?,?,?,?
Gahere,?,?,?,?,?,?,?,?,?,?,?,?,?
SabaJ1,?,?,?,?,?,?,?,?,?,?,?,?,?
Tatsa,?,?,?,?,?,?,?,?,?,?,?,?,?
juju7,?,?,?,?,?,?,?,?,?,?,?,?,?
mostlogical,?,?,in Women,"Friendship, Dating, A Relationship",?,?,?,Single,?,?,?,?,?
Rex_Ryan,?,?,?,?,?,?,?,?,?,?,?,?,?
tanya.bartlett1,?,?,?,?,?,?,?,?,?,?,?,?,Female
Rami,Conservative,?,?,?, ,Student,Republican Party,?,Jewish - Orthodox,2001,?,White,Male
anasanchez,?,?,?,?,?,?,?,?,?,?,?,?,?
casey1776,?,?,?,?,?,?,?,?,?,?,?,?,?
emilycatherine,?,?,?,?,?,?,?,?,?,?,?,?,?
Abdirazak,?,?,?,?,?,?,?,?,?,?,?,?,?
Sparda,Undecided,"$100,000 to $150,000",?,?,?,Technical,?,?,Atheist,?,Graduate Degree,White,?
HitReaper,?,Other,?,?,?,Student,?,?,Other,?,?,White,?
jp1999,Conservative,?,in Women,?,?,?,Other,Single,Christian,?,?,White,?
rixhmond,?,?,?,?,?,?,?,?,?,?,?,?,?
llawliett,Libertarian,?,in Men,?, Private,Student,Libertarian Party,Single,Christian - Baptist,?,?,Latino,Female
Tristanbug,?,?,in Men,?,Tristan Elizabeth Private,Student,Republican Party,Single,Christian - Baptist,?,?,White,Female
dylan160w,Libertarian,?,in Women,?,?,?,Libertarian Party,?,Agnostic,?,?,White,?
Effffort,?,?,?,?,?,?,Undecided,?,?,?,?,?,Male
RoyLatham,Conservative,?,?,?,Roy Latham,Self-Employed,Republican Party,Married,Atheist,?,Graduate Degree,?,Male
U.n,Conservative,?,?,?,?,?,Constitution Party,?,Christian - Baptist,?,?,?,?
Ramb05wag,?,?,?,?,?,?,?,?,?,?,?,?,?
the-entp,?,?,?,?,?,?,?,?,?,?,?,?,?
Whoneedsbagelsanyway,?,?,?,?,?,?,?,?,?,?,?,?,?
dnelms77,Undecided,?,in Women,"Friendship, Dating, A Relationship, Networking",?,?,?,Single,?,?,Some College,?,?
D12345,?,?,?,?,?,?,?,?,?,?,?,?,?
savagecabbage,?,?,?,?,?,?,?,?,?,?,?,?,?
warren42,Libertarian,?,?,?,Hunter Private,?,Libertarian Party,?,?,?,?,?,?
carson.byrd1,?,?,?,?,?,?,?,?,?,?,?,?,Male
les_gillam,?,?,?,?,?,?,?,?,?,?,?,?,?
NetworkEngineer,?,?,?,?,?,?,?,?,?,?,?,?,?
Hilary-2004,?,?,?,?,?,?,?,?,?,?,?,?,?
KodyCoats,Progressive,?,?,?,?,Student,Justice Party,?,Christian - Latter-Day Saints,?,High School,White,?
bill5000,?,?,in Women,"Friendship, Networking",?,?,?,Married,?,?,?,?,?
ovk,?,?,?,?,?,?,?,?,?,?,?,?,?
bunbun2005,?,?,?,?,?,?,?,?,?,?,?,?,?
Valeriestarch,?,?,?,?,?,?,?,?,?,?,?,?,?
Ben52580,?,?,?,?,?,?,?,?,?,?,?,?,?
Surfstud31,?,?,?,?,?,?,?,?,?,?,?,?,?
JoeDraper,?,?,?,?,?,?,Republican Party,?,?,?,?,?,?
DariusRowe,Socialist,?,in Women,?,?,?,?,In an Open Relationship,?,?,?,?,?
Ariel_914,Liberal,?,in Men and Women,"Friendship, Networking",?,?,Pacifist Party,Single,?,?,?,?,?
Xyooj,?,?,?,?,?,?,?,?,?,?,?,?,?
Alz,?,?,?,?,?,?,?,?,?,?,?,?,?
Binderdonedat,?,?,?,?,?,?,?,?,?,?,?,?,?
chr15714n,?,?,?,?,?,?,?,?,?,?,?,?,?
ughughugh,?,?,?,?,?,?,?,?,?,?,?,?,?
codythecoolwhiper,?,?,?,?,?,Student,?,?,Christian,?,Bachelors Degree,White,?
Balmak,?,?,?,?,?,?,?,?,?,?,?,?,?
SGM_iz_SekC,Libertarian,?,in Men and Women,Friendship,?,?,Libertarian Party,It's Complicated,Atheist,?,?,?,?
reidrox3533,?,?,?,?,?,?,?,?,?,?,?,?,?
thelongestdong,?,?,?,?,?,?,?,?,?,?,?,?,?
Fayz,?,?,in Men,"Friendship, Dating, A Relationship, Networking",?,Student,?,Single,Christian - Latter-Day Saints,?,High School,Black,?
dustyroads,?,?,?,?,?,?,?,?,?,?,?,?,?
Sada,?,?,?,?,?,?,?,?,?,?,?,?,?
TheRedAce,?,?,?,?,?,?,?,?,?,?,?,?,?
Tatyana,?,?,?,?,?,?,?,?,?,?,?,?,?
Barclay_Mead,Conservative,?,in Men and Women,"Friendship, Dating, A Relationship, Networking", ,?,Republican Party,It's Complicated,?,1899,?,?,?
Haxis288,Progressive,Other,in Women,"Friendship, Networking",?,Other,Justice Party,Single,Muslim - Shiite,?,Other,Latino,Male
enderwiggin,Conservative,?,in Women,?,?,?,?,Single,Christian - Protestant,?,Some College,?,?
shellbellbur,?,?,?,?,?,?,?,?,?,?,?,?,?
AlRodriguez18,?,?,?,?,?,?,?,?,?,?,?,?,?
Mr.Yamamoto,?,?,?,Friendship,?,Student,?,?,?,?,?,?,Male
krento,?,?,?,?,?,?,?,?,?,?,?,?,?
Odina,?,?,?,?,?,?,?,?,?,?,?,?,?
prius,?,?,?,?,?,?,?,?,?,?,?,?,?
thesocialistcanadian,?,?,?,?,?,?,?,?,?,?,?,?,?
Macgreggor,?,?,?,?,?,?,?,?,?,?,?,?,?
ElectroLyte,?,?,?,?,?,?,?,?,?,?,?,?,?
deeanbow,?,?,?,?,?,?,?,?,?,?,?,?,?
tworeddogs,?,?,?,?,?,?,?,?,?,?,?,?,?
fishizgood,?,"$50,000 to $75,000",in Women,?,?,Student,?,Single,Shinto,?,Some College,?,?
Hats,Libertarian,?,?,?,?,?,Republican Party,?,Christian - Catholic,?,Bachelors Degree,?,?
Charleswalls16055,Socialist,"$25,000 to $35,000",in Women,"Friendship, Networking",?,Sales,Socialist Party,Single,Secular,?,Bachelors Degree,White,?
RyanBeam,Progressive,"Less than $25,000",?,?,?,Student,?,?,Agnostic,?,?,White,Male
OriginalCanuck,?,?,?,?,?,?,?,?,?,?,?,?,?
Nikkidavis,?,?,?,?,?,?,?,?,?,?,?,?,?
catgumart,?,?,?,?,?,?,?,?,?,?,?,?,Male
dinogwan,?,?,?,?,?,?,?,?,?,?,?,?,?
Mjennings,?,?,?,?,?,?,?,?,?,?,?,?,?
quiin,?,?,?,?,?,?,?,?,?,?,?,?,?
incredebater,?,?,?,?,?,?,?,?,?,?,?,?,?
nicholas_good,?,?,?,?,?,?,?,?,?,?,?,?,?
Jazzyduke,?,?,?,?,?,?,?,?,?,?,?,?,?
Cerberus,?,?,?,?,?,?,?,?,?,?,?,?,?
dudeface12,Conservative,?,?,Friendship,?,Student,?,It's Complicated,?,?,?,Asian,?
Gauen,Progressive,"Less than $25,000",in Women,Friendship,?,Student,Republican Party,Single,Christian - Catholic,?,?,White,?
John.Schultz,?,?,?,?,?,?,?,?,?,?,?,?,?
Well1ngton,?,?,?,?,?,?,?,?,?,?,?,?,?
antman1202,?,?,?,?,?,?,?,?,?,?,?,?,?
beastboy13,?,?,?,?,?,?,?,?,?,?,?,?,?
No_one,?,?,?,?,?,?,?,?,?,?,?,?,?
themohawkninja,Libertarian,"Less than $25,000",in Women,?,?,Other,?,In a Relationship,Deism,?,?,White,?
Flopdog,?,?,?,?,?,?,?,?,?,?,?,?,?
Kellie,?,?,?,?,?,?,Independence Party,?,?,?,?,?,?
RohithN3,?,?,?,?,?,?,?,?,?,?,?,?,?
borobloke,?,?,?,?,?,?,?,?,?,?,?,?,?
hanna0012,?,?,?,?,Hanna Private,?,?,?,?,?,?,?,Female
mmadderom,?,?,?,?,?,?,?,?,?,?,?,?,Male
masseytom,?,?,?,?,?,?,?,?,?,?,?,?,Male
ericlup145,?,?,?,?,?,?,?,?,?,?,?,?,?
Solomon_Orlando,Anarchist,?,in Men and Women,"Friendship, Networking",?,?,?,In a Relationship,Agnostic,?,High School,White,Male
Andrey1962,?,?,?,?,?,?,?,?,?,?,?,?,?
yodakay,?,?,?,?,?,?,?,?,?,?,?,?,?
Df0512,Other,?,in Women,"Friendship, Networking",?,?,Independent,Married,Other,?,Some College,Black,Male
johncooper,?,?,?,?,?,?,?,?,?,?,?,?,?
tabii26,?,?,?,?,?,?,?,?,?,?,?,?,?
dubsty,?,?,?,?,?,?,?,?,?,?,?,?,?
Cooldude23,?,?,?,?,?,?,?,?,?,?,?,?,?
Theunkown,Other,?,?,?,?,?,?,Single,Atheist,?,?,East Indian,Male
MK96,?,?,?,?,?,?,?,?,?,?,?,?,?
bogata,?,?,?,?,?,?,?,?,?,?,?,?,?
cavebrain1223,Liberal,?,?,?,?,?,Democratic Party,?,Atheist,?,High School,White,?
Fragarach,?,?,?,?,?,?,?,?,?,?,?,?,?
proanimator,?,?,?,?,?,?,?,?,Christian,?,?,?,?
EkriirkE,?,?,?,?,?,?,?,?,?,?,?,?,?
DaisyDottie,?,?,?,?,?,?,?,?,?,?,?,?,?
smelisox,?,?,?,?,?,?,?,?,?,?,?,?,?
TazLDN,?,?,?,?,?,?,?,?,?,?,?,?,?
cyoung,?,?,?,?,?,?,?,?,?,?,?,?,?
676langi,?,?,?,?,?,?,?,?,?,?,?,?,?
JoeBloobis,?,?,?,?,?,?,?,?,?,?,?,?,?
marytank,?,?,?,?,?,?,?,?,?,?,?,?,?
Miles_Saunders,?,?,?,?,?,?,?,?,?,?,?,?,?
Dominik,?,?,?,?,?,?,?,?,?,?,?,?,?
khenry,?,?,?,?,?,?,?,?,?,?,?,?,?
jbear92,Conservative,?,in Women,"Friendship, Networking",?,Student,We The People Party,Engaged,Christian,1992,Some College,White,?
alexarose,?,Other,?,?,?,Student,?,?,Deism,?,?,?,Female
EnclaveTexas,?,?,?,?,?,?,?,?,?,?,?,?,?
Cere,?,?,?,?,?,?,?,?,?,?,?,?,?
MrJosh,Liberal,?,in Women,?,?,?,?,Married,Atheist,?,Bachelors Degree,White,?
eyeofthetiger00,?,?,?,?,?,?,?,?,?,?,?,?,Male
FantumHeist,Anarchist,Other,in Women,Friendship,?,Student,Independent,Single,Atheist,?,High School,Black,?
kayslay5000,Progressive,?,in Women,?,?,?,Libertarian Party,In a Relationship,Atheist,?,High School,White,?
AngloSax,?,?,?,?,?,?,?,?,?,?,?,?,?
